drift_event_id,control_name,control_type,baseline_value,current_value,change_type,severity,operator_name,operator_email,approver_name,approver_email,change_date,change_reason,status,compliance_impact,is_approved_change,is_ci_cd_change,is_emergency_change,security_rule_score,rule_risk_level,recommended_remediation_commands,ml_risk_score,predicted_risk_level,ml_confidence,anomaly_score,anomaly_flag,anomaly_confidence,priority_score,priority_level,priority_reason,event_type,source,event_id,actor,approver,metadata
DRF00822,Control-84,Firewall,enabled=False,enabled=True,Disable,Critical,Ryan Ghosh,ryan.ghosh@company.com,Eric Jang,eric.jang@company.com,2025-05-29 18:13:00,Policy Change,Remediated,ISO,0,0,0,0,LOW,[],87.22,CRITICAL,68.31,0.0375,False,29.16,34.9,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00729,Control-23,Access_Control,enabled=False,enabled=True,Disable,Critical,Mark Bhat,mark.bhat@company.com,Maria Sullivan,maria.sullivan@company.com,2025-05-30 03:43:00,Troubleshooting,Remediated,CIS,0,0,0,0,LOW,[],83.45,CRITICAL,57.39,0.0165,False,63.36,38.71,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00946,Control-57,Logging,enabled=True,enabled=True,Enable,Medium,Donald Reilly,donald.reilly@company.com,William Moore,william.moore@company.com,2025-05-30 07:52:00,Performance Tuning,Drifted,ISO,0,0,0,0,LOW,[],46.37,MEDIUM,73.31,0.0298,False,41.72,22.49,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00749,Control-39,Cloud_Security,enabled=False,enabled=True,Modify,Critical,Paul Brown,paul.brown@company.com,Joseph Clark,joseph.clark@company.com,2025-05-31 09:01:00,Policy Change,Mitigated,GDPR,0,0,0,0,LOW,[],68.61,HIGH,66.86,0.0348,False,33.54,29.04,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00853,Control-78,Endpoint,enabled=False,enabled=False,Remove,Info,Gary Davis,gary.davis@company.com,Raja Quinn,raja.quinn@company.com,2025-06-02 08:31:00,Security Update,Mitigated,CIS,1,0,0,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],45.82,MEDIUM,64.74,0.0332,False,36.14,64.96,MEDIUM,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00838,Control-51,DLP,enabled=False,enabled=False,Rollback,Low,Michael Kim,michael.kim@company.com,Daniel Sun,daniel.sun@company.com,2025-06-04 04:59:00,Policy Change,Mitigated,PCI,0,0,0,0,LOW,[],36.03,MEDIUM,49.06,0.0061,False,80.28,24.65,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00543,Control-56,Logging,enabled=True,enabled=False,Disable,Medium,Sofia Kumar,sofia.kumar@company.com,Diya Robinson,diya.robinson@company.com,2025-06-04 12:14:00,Policy Change,Under_Review,ISO,0,0,0,97,CRITICAL,"['aws logs put-retention-policy --log-group-name <group> --retention-in-days 365', 'az monitor diagnostic-settings create --name <setting> --resource <resource-id>']",77.66,HIGH,58.66,0.0447,False,17.31,92.0,CRITICAL,Mandatory priority floor applied for Audit Logging Disabled,,,,,,
DRF00778,Control-93,Network_Segmentation,enabled=True,enabled=True,Rollback,Low,Gary Patel,gary.patel@company.com,Michael Singh,michael.singh@company.com,2025-06-04 19:32:00,Performance Tuning,Remediated,ISO,0,0,0,0,LOW,[],21.92,LOW,81.15,0.029,False,42.91,14.11,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00720,Control-62,Vulnerability,enabled=True,enabled=False,Modify,High,Stephen Rao,stephen.rao@company.com,Elena Wagner,elena.wagner@company.com,2025-06-04 20:07:00,Security Update,Remediated,ISO,1,0,0,0,LOW,[],43.96,MEDIUM,59.35,0.0108,False,72.53,26.27,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00913,Control-65,Network_Segmentation,enabled=False,enabled=False,Modify,Medium,Riya Das,riya.das@company.com,Maria Sharma,maria.sharma@company.com,2025-06-04 20:39:00,Emergency Fix,Compliant,CIS,0,0,1,0,LOW,[],40.54,MEDIUM,57.51,0.0201,False,57.43,22.8,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00834,Control-2,Data_Protection,enabled=False,enabled=True,Disable,Critical,Meera Kang,meera.kang@company.com,Charles Lim,charles.lim@company.com,2025-06-04 22:24:00,Emergency Fix,Mitigated,GDPR,0,0,1,0,LOW,[],87.22,CRITICAL,68.7,0.0059,False,80.61,42.62,MEDIUM,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00963,Control-62,Vulnerability,enabled=False,enabled=False,Disable,Low,Sophia Jones,sophia.jones@company.com,Deepika Das,deepika.das@company.com,2025-06-05 13:25:00,Policy Change,Remediated,NIST,0,0,0,0,LOW,[],41.09,MEDIUM,57.99,0.0456,False,15.89,16.77,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00716,Control-79,Encryption,enabled=False,enabled=False,Rollback,Low,Timothy Wang,timothy.wang@company.com,Timothy Wagner,timothy.wagner@company.com,2025-06-06 06:23:00,Security Update,Mitigated,NIST,1,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",36.96,MEDIUM,53.03,0.0231,False,52.49,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00902,Control-71,Cloud_Security,enabled=False,enabled=True,Remove,Critical,Arjun Sun,arjun.sun@company.com,Donald Young,donald.young@company.com,2025-06-07 02:30:00,Emergency Fix,Under_Review,NIST,0,0,1,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],90.89,CRITICAL,75.95,0.004,False,83.63,84.99,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00620,Control-47,Vulnerability,enabled=True,enabled=False,Rollback,Low,Leila Schmidt,leila.schmidt@company.com,George Gonzalez,george.gonzalez@company.com,2025-06-07 09:54:00,Performance Tuning,Compliant,NIST,0,0,0,0,LOW,[],22.54,LOW,77.99,0.0263,False,47.35,14.99,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00747,Control-70,Logging,enabled=False,enabled=False,Enable,Low,Robert Sullivan,robert.sullivan@company.com,Harsh Reilly,harsh.reilly@company.com,2025-06-07 11:28:00,Troubleshooting,Mitigated,GDPR,0,0,0,0,LOW,[],28.41,LOW,63.03,0.0224,False,53.71,18.0,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00784,Control-82,DLP,enabled=True,enabled=False,Rollback,Critical,Daniel Gupta,daniel.gupta@company.com,Isha Kim,isha.kim@company.com,2025-06-08 01:39:00,Performance Tuning,Mitigated,NIST,0,0,0,0,LOW,[],68.73,HIGH,68.22,-0.0182,True,100.0,39.06,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00713,Control-26,Endpoint,enabled=True,enabled=False,Update,High,Jason Robinson,jason.robinson@company.com,Raja He,raja.he@company.com,2025-06-08 12:23:00,Security Update,Drifted,GDPR,1,0,0,0,LOW,[],67.97,HIGH,62.46,0.0132,False,68.77,34.1,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00692,Control-48,Cloud_Security,enabled=False,enabled=True,Modify,Low,Leila Pillai,leila.pillai@company.com,Jacob Gupta,jacob.gupta@company.com,2025-06-09 02:59:00,Policy Change,Under_Review,PCI,0,0,0,0,LOW,[],52.59,MEDIUM,66.67,0.008,False,77.08,29.97,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00939,Control-92,Logging,enabled=True,enabled=False,Update,Medium,Mark Burke,mark.burke@company.com,Edward Hwang,edward.hwang@company.com,2025-06-09 08:29:00,Emergency Fix,Compliant,CIS,0,0,1,0,LOW,[],31.33,LOW,50.76,0.0444,False,17.79,13.63,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00870,Control-87,Endpoint,enabled=False,enabled=False,Remove,Low,Sofia Das,sofia.das@company.com,Charles Young,charles.young@company.com,2025-06-09 14:06:00,Performance Tuning,Compliant,NIST,0,0,0,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],29.36,LOW,63.16,0.026,False,47.81,60.95,MEDIUM,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00927,Control-62,Encryption,enabled=False,enabled=True,Rollback,High,Timothy Sun,timothy.sun@company.com,Yuki Rao,yuki.rao@company.com,2025-06-09 19:51:00,Performance Tuning,Drifted,NONE,0,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",65.78,HIGH,70.13,0.0241,False,50.88,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00805,Control-36,Logging,enabled=True,enabled=True,Enable,High,Rohan Hwang,rohan.hwang@company.com,Sofia Young,sofia.young@company.com,2025-06-11 06:35:00,Emergency Fix,Compliant,CIS,0,0,1,0,LOW,[],42.64,MEDIUM,65.48,0.0089,False,75.62,26.27,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00935,Control-38,Vulnerability,enabled=False,enabled=True,Rollback,Critical,Jason Murphy,jason.murphy@company.com,Charles Das,charles.das@company.com,2025-06-13 14:51:00,Emergency Fix,Remediated,PCI,0,0,1,0,LOW,[],50.64,MEDIUM,65.09,0.0322,False,37.73,23.38,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00790,Control-35,Access_Control,enabled=False,enabled=False,Rollback,Critical,Diya Garcia,diya.garcia@company.com,James Thompson,james.thompson@company.com,2025-06-13 17:18:00,Performance Tuning,Mitigated,GDPR,0,0,0,0,LOW,[],61.43,HIGH,57.25,0.0419,False,21.93,24.79,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00958,Control-72,Encryption,enabled=True,enabled=True,Enable,High,Amara Lopez,amara.lopez@company.com,Joseph Clark,joseph.clark@company.com,2025-06-14 02:16:00,Security Update,Drifted,NIST,1,0,0,0,LOW,[],67.83,HIGH,58.27,-0.0123,True,100.0,38.74,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00642,Control-72,Vulnerability,enabled=True,enabled=False,Disable,Low,Aditya Wang,aditya.wang@company.com,Paul Kang,paul.kang@company.com,2025-06-15 02:35:00,Emergency Fix,Compliant,ISO,0,0,1,0,LOW,[],46.79,MEDIUM,58.75,-0.0178,True,100.0,31.38,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00676,Control-57,Access_Control,enabled=True,enabled=False,Rollback,Low,Matthew White,matthew.white@company.com,Pooja Kelly,pooja.kelly@company.com,2025-06-15 13:21:00,Performance Tuning,Compliant,CIS,0,0,0,0,LOW,[],24.21,LOW,74.49,0.0228,False,53.01,16.42,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00643,Control-89,Network_Segmentation,enabled=False,enabled=False,Update,Low,Fatima Quinn,fatima.quinn@company.com,Daniel Johnson,daniel.johnson@company.com,2025-06-15 20:07:00,Policy Change,Mitigated,CIS,0,0,0,0,LOW,[],30.79,LOW,58.65,0.0028,False,85.6,23.62,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00685,Control-89,Cloud_Security,enabled=True,enabled=True,Disable,High,Jeffrey Anderson,jeffrey.anderson@company.com,Timothy Das,timothy.das@company.com,2025-06-17 10:05:00,Policy Change,Drifted,PCI,0,0,0,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],93.0,CRITICAL,83.49,0.0462,False,14.87,78.78,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00703,Control-1,Encryption,enabled=True,enabled=False,Modify,Critical,Jonathan Kim,jonathan.kim@company.com,Brian Gupta,brian.gupta@company.com,2025-06-18 05:44:00,Emergency Fix,Mitigated,NIST,0,0,1,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",63.65,HIGH,57.64,0.0167,False,62.98,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00820,Control-54,Endpoint,enabled=True,enabled=False,Remove,High,Donald Taylor,donald.taylor@company.com,Vikram Ramirez,vikram.ramirez@company.com,2025-06-18 16:58:00,Policy Change,Mitigated,GDPR,0,0,0,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],76.47,HIGH,42.44,0.0397,False,25.47,74.08,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00969,Control-59,Network_Segmentation,enabled=True,enabled=True,Update,Critical,Thomas Hwang,thomas.hwang@company.com,Raja Burke,raja.burke@company.com,2025-06-18 17:33:00,Security Update,Drifted,CIS,1,0,0,0,LOW,[],67.56,HIGH,70.88,0.0539,False,2.38,78.0,HIGH,Critical unresolved drift floor applied,,,,,,
DRF00823,Control-43,Network_Segmentation,enabled=True,enabled=False,Modify,Info,Nisha Clark,nisha.clark@company.com,Mark Meyer,mark.meyer@company.com,2025-06-19 03:26:00,Policy Change,Mitigated,GDPR,0,0,0,0,LOW,[],40.44,MEDIUM,57.25,0.0055,False,81.16,26.33,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00681,Control-97,Encryption,enabled=True,enabled=False,Rollback,Info,Neha Jackson,neha.jackson@company.com,Edward Perez,edward.perez@company.com,2025-06-20 05:19:00,Security Update,Mitigated,NONE,1,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",30.89,LOW,57.35,0.0344,False,34.23,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00722,Control-51,Cloud_Security,enabled=True,enabled=False,Update,Critical,Michael Schneider,michael.schneider@company.com,Robert Brown,robert.brown@company.com,2025-06-20 09:56:00,Policy Change,Compliant,CIS,1,0,0,0,LOW,[],45.66,MEDIUM,63.0,0.0525,False,4.66,16.68,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00854,Control-90,Cloud_Security,enabled=False,enabled=False,Modify,Medium,Aditya Sun,aditya.sun@company.com,Kenneth Lim,kenneth.lim@company.com,2025-06-21 03:32:00,Troubleshooting,Mitigated,NIST,0,0,0,0,LOW,[],56.2,MEDIUM,58.01,0.0118,False,71.04,30.33,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00830,Control-5,Access_Control,enabled=False,enabled=True,Rollback,Info,George Meyer,george.meyer@company.com,David Young,david.young@company.com,2025-06-21 08:22:00,Performance Tuning,Compliant,GDPR,0,0,0,0,LOW,[],21.93,LOW,81.22,0.0354,False,32.57,12.56,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00764,Control-16,Firewall,enabled=False,enabled=True,Modify,Low,Sanjana Meyer,sanjana.meyer@company.com,Maria Singh,maria.singh@company.com,2025-06-22 13:58:00,Troubleshooting,Mitigated,PCI,0,0,0,0,LOW,[],44.07,MEDIUM,62.32,0.022,False,54.4,23.58,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00514,Control-28,Firewall,enabled=False,enabled=False,Disable,Low,Rajesh Martinez,rajesh.martinez@company.com,Riya Lee,riya.lee@company.com,2025-06-22 20:14:00,Emergency Fix,Under_Review,GDPR,0,0,1,0,LOW,[],73.01,HIGH,48.22,-0.0044,True,97.36,40.16,MEDIUM,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00566,Control-13,Vulnerability,enabled=True,enabled=False,Remove,Critical,Nikhil Patel,nikhil.patel@company.com,William Li,william.li@company.com,2025-06-23 00:56:00,Performance Tuning,Remediated,PCI,0,0,0,0,LOW,[],69.36,HIGH,68.56,-0.0036,True,96.12,38.69,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00708,Control-57,Data_Protection,enabled=True,enabled=False,Update,Critical,Arjun Becker,arjun.becker@company.com,Leila Gupta,leila.gupta@company.com,2025-06-23 04:02:00,Troubleshooting,Under_Review,ISO,0,0,0,0,LOW,[],62.38,HIGH,50.65,-0.0036,True,96.14,36.25,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00677,Control-85,Access_Control,enabled=False,enabled=False,Disable,Low,Richard Liu,richard.liu@company.com,Nadia Jo,nadia.jo@company.com,2025-06-24 03:26:00,Troubleshooting,Under_Review,NONE,0,0,0,0,LOW,[],60.5,HIGH,38.83,0.0204,False,57.01,29.73,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00931,Control-69,DLP,enabled=False,enabled=False,Rollback,Critical,Ryan O'Brien,ryan.o'brien@company.com,Sophia Han,sophia.han@company.com,2025-06-24 11:55:00,Policy Change,Mitigated,CIS,0,0,0,0,LOW,[],64.83,HIGH,66.5,0.0438,False,18.84,25.52,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00511,Control-23,Data_Protection,enabled=False,enabled=True,Rollback,Info,Zainab Murphy,zainab.murphy@company.com,Fatima Connor,fatima.connor@company.com,2025-06-25 06:01:00,Troubleshooting,Mitigated,ISO,0,0,0,0,LOW,[],30.26,LOW,55.99,0.0058,False,80.78,22.71,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00655,Control-26,Endpoint,enabled=True,enabled=True,Modify,Info,Raja Mishra,raja.mishra@company.com,Kevin Kelly,kevin.kelly@company.com,2025-06-25 09:46:00,Troubleshooting,Compliant,NONE,0,0,0,0,LOW,[],23.39,LOW,75.13,0.0342,False,34.52,13.36,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00917,Control-47,DLP,enabled=False,enabled=True,Modify,High,Timothy Li,timothy.li@company.com,Jason Kang,jason.kang@company.com,2025-06-25 17:09:00,Performance Tuning,Remediated,ISO,0,0,0,0,LOW,[],48.54,MEDIUM,71.01,0.0195,False,58.42,25.75,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00505,Control-58,Endpoint,enabled=True,enabled=True,Modify,Low,Anjali Schneider,anjali.schneider@company.com,Leila Verma,leila.verma@company.com,2025-06-25 21:57:00,Troubleshooting,Mitigated,ISO,0,0,0,0,LOW,[],39.81,MEDIUM,64.08,-0.0085,True,100.0,28.93,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00697,Control-78,Encryption,enabled=True,enabled=False,Remove,Low,Pooja Xu,pooja.xu@company.com,Andrew Guo,andrew.guo@company.com,2025-06-26 01:01:00,Emergency Fix,Mitigated,CIS,0,0,1,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",51.95,MEDIUM,62.84,0.0189,False,59.45,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00723,Control-80,Access_Control,enabled=True,enabled=False,Remove,High,Steven Jones,steven.jones@company.com,Anjali Miller,anjali.miller@company.com,2025-06-27 01:11:00,Troubleshooting,Under_Review,NONE,0,0,0,0,LOW,[],77.83,HIGH,52.97,0.024,False,51.17,34.92,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00733,Control-90,DLP,enabled=True,enabled=True,Remove,Low,Pooja Muller,pooja.muller@company.com,Varun Williams,varun.williams@company.com,2025-06-27 14:42:00,Troubleshooting,Drifted,ISO,0,0,0,86,HIGH,['restore DLP policy from policy-as-code and redeploy to sensitive data repositories'],55.55,MEDIUM,56.69,0.0432,False,19.86,65.42,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00707,Control-13,Access_Control,enabled=True,enabled=True,Rollback,Low,Kenneth Rodriguez,kenneth.rodriguez@company.com,Michael Hernandez,michael.hernandez@company.com,2025-06-28 02:20:00,Performance Tuning,Mitigated,ISO,0,0,0,0,LOW,[],32.44,LOW,50.49,-0.0055,True,99.11,26.22,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00993,Control-42,Cloud_Security,enabled=True,enabled=False,Modify,Critical,Charles Nair,charles.nair@company.com,Akshay Williams,akshay.williams@company.com,2025-06-28 06:52:00,Security Update,Mitigated,NIST,1,0,0,0,LOW,[],69.76,HIGH,57.83,0.0154,False,65.11,34.18,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00814,Control-54,Cloud_Security,enabled=False,enabled=True,Modify,Critical,Christopher Schmidt,christopher.schmidt@company.com,Joshua Huang,joshua.huang@company.com,2025-06-29 02:47:00,Security Update,Remediated,NONE,1,0,0,0,LOW,[],53.1,MEDIUM,41.55,-0.0065,True,100.0,33.59,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00646,Control-80,Access_Control,enabled=False,enabled=False,Modify,Info,Gary Liu,gary.liu@company.com,Eric Robinson,eric.robinson@company.com,2025-06-29 12:03:00,Security Update,Mitigated,NIST,1,0,0,0,LOW,[],42.17,MEDIUM,59.42,0.0252,False,49.1,22.12,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00683,Control-25,Firewall,enabled=True,enabled=True,Update,High,Maria Liu,maria.liu@company.com,Deepika Hernandez,deepika.hernandez@company.com,2025-06-29 23:55:00,Troubleshooting,Remediated,NONE,0,0,0,0,LOW,[],47.39,MEDIUM,63.68,0.0,False,90.18,30.11,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00617,Control-53,Endpoint,enabled=False,enabled=True,Enable,Info,Andrew Singh,andrew.singh@company.com,Nadia Kelly,nadia.kelly@company.com,2025-06-30 00:08:00,Performance Tuning,Drifted,NIST,0,0,0,0,LOW,[],39.49,MEDIUM,59.14,-0.009,True,100.0,28.82,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00567,Control-30,Logging,enabled=True,enabled=False,Disable,Medium,Amara Harris,amara.harris@company.com,Zainab Hernandez,zainab.hernandez@company.com,2025-06-30 14:05:00,Emergency Fix,Mitigated,ISO,0,0,1,97,CRITICAL,"['aws logs put-retention-policy --log-group-name <group> --retention-in-days 365', 'az monitor diagnostic-settings create --name <setting> --resource <resource-id>']",72.66,HIGH,62.34,0.0415,False,22.6,92.0,CRITICAL,Mandatory priority floor applied for Audit Logging Disabled,,,,,,
